ErrorValue_1,AccuracyValue_1,ErrorValue_2,AccuracyValue_2,ErrorValue_3,AccuracyValue_3,ErrorValue_4,AccuracyValue_4,ErrorValue_5,AccuracyValue_5,ErrorValue_6,AccuracyValue_6,ErrorValue_7,AccuracyValue_7,ErrorValue_8,AccuracyValue_8,ErrorValue_9,AccuracyValue_9,ErrorValue_10,AccuracyValue_10,ErrorValue_11,AccuracyValue_11,ErrorValue_12,AccuracyValue_12,ErrorValue_13,AccuracyValue_13,ErrorValue_14,AccuracyValue_14,ErrorValue_15,AccuracyValue_15,ErrorValue_16,AccuracyValue_16,ErrorValue_17,AccuracyValue_17,ErrorValue_18,AccuracyValue_18,ErrorValue_19,AccuracyValue_19,ErrorValue_20,AccuracyValue_20,ErrorValue_21,AccuracyValue_21,ErrorValue_22,AccuracyValue_22,ErrorValue_23,AccuracyValue_23,ErrorValue_24,AccuracyValue_24,ErrorValue_25,AccuracyValue_25,ErrorValue_26,AccuracyValue_26,ErrorValue_27,AccuracyValue_27,ErrorValue_28,AccuracyValue_28,ErrorValue_29,AccuracyValue_29,ErrorValue_30,AccuracyValue_30,ErrorValue_31,AccuracyValue_31,ErrorValue_32,AccuracyValue_32,ErrorValue_33,AccuracyValue_33,ErrorValue_34,AccuracyValue_34,ErrorValue_35,AccuracyValue_35,ErrorValue_36,AccuracyValue_36,ErrorValue_37,AccuracyValue_37,ErrorValue_38,AccuracyValue_38,ErrorValue_39,AccuracyValue_39,ErrorValue_40,AccuracyValue_40,ErrorValue_41,AccuracyValue_41,ErrorValue_42,AccuracyValue_42,ErrorValue_43,AccuracyValue_43,ErrorValue_44,AccuracyValue_44,ErrorValue_45,AccuracyValue_45,ErrorValue_46,AccuracyValue_46,ErrorValue_47,AccuracyValue_47,ErrorValue_48,AccuracyValue_48,ErrorValue_49,AccuracyValue_49,ErrorValue_50,AccuracyValue_50,ErrorValue_51,AccuracyValue_51,ErrorValue_52,AccuracyValue_52,ErrorValue_53,AccuracyValue_53,ErrorValue_54,AccuracyValue_54,ErrorValue_55,AccuracyValue_55,ErrorValue_56,AccuracyValue_56,ErrorValue_57,AccuracyValue_57,ErrorValue_58,AccuracyValue_58,ErrorValue_59,AccuracyValue_59,ErrorValue_60,AccuracyValue_60,ErrorValue_61,AccuracyValue_61,ErrorValue_62,AccuracyValue_62,ErrorValue_63,AccuracyValue_63,ErrorValue_64,AccuracyValue_64,ErrorValue_65,AccuracyValue_65,ErrorValue_66,AccuracyValue_66,ErrorValue_67,AccuracyValue_67,ErrorValue_68,AccuracyValue_68,ErrorValue_69,AccuracyValue_69,ErrorValue_70,AccuracyValue_70,ErrorValue_71,AccuracyValue_71,ErrorValue_72,AccuracyValue_72,ErrorValue_73,AccuracyValue_73,ErrorValue_74,AccuracyValue_74,ErrorValue_75,AccuracyValue_75,ErrorValue_76,AccuracyValue_76,ErrorValue_77,AccuracyValue_77,ErrorValue_78,AccuracyValue_78,ErrorValue_79,AccuracyValue_79,ErrorValue_80,AccuracyValue_80,ErrorValue_81,AccuracyValue_81,ErrorValue_82,AccuracyValue_82,ErrorValue_83,AccuracyValue_83,ErrorValue_84,AccuracyValue_84,ErrorValue_85,AccuracyValue_85,ErrorValue_86,AccuracyValue_86,ErrorValue_87,AccuracyValue_87,ErrorValue_88,AccuracyValue_88,ErrorValue_89,AccuracyValue_89,ErrorValue_90,AccuracyValue_90,ErrorValue_91,AccuracyValue_91,ErrorValue_92,AccuracyValue_92,ErrorValue_93,AccuracyValue_93,ErrorValue_94,AccuracyValue_94,ErrorValue_95,AccuracyValue_95
16,6.110073e-33,36,3.3705211e-25,2,3.0708984e-17,7,1.2213335e-19,63,4.048796e-28,15,1.4559059e-20,78,1.1740819e-15,11,1.3140693e-22,92,1.879079e-24,1,6.1828757e-27,13,3.573812e-28,44,3.982127e-24,24,1.6112902e-23,91,5.9838326e-24,70,4.4195165e-23,91,4.578058e-22,57,9.3559e-19,22,1.20244955e-23,85,2.835473e-29,16,8.1711933e-32,44,4.6127595e-09,85,1.2940297e-26,42,4.753283e-17,84,4.956011e-10,9,2.159287e-18,88,1.7664612e-17,82,1.1393977e-19,27,8.57804e-27,21,1.1114698e-20,43,1.6940806e-18,1,3.388034e-12,7,6.5743395e-17,73,5.557901e-22,36,4.408652e-19,93,6.512781e-11,41,1.4191765e-18,70,1.2089365e-22,21,2.5277723e-21,59,2.1391244e-14,55,1.1171907e-20,63,2.8299556e-22,23,2.7651289e-21,90,3.37286e-26,88,1.5294353e-20,77,3.1230293e-16,72,9.5842735e-12,83,1.9184087e-21,63,4.452212e-16,61,3.3304544e-16,42,1.7139287e-18,61,4.7166468e-12,66,2.1495862e-20,79,1.530854e-16,29,1.3102038e-22,59,4.2440135e-27,33,7.9002224e-20,28,1.1190723e-14,30,8.39013e-13,39,9.527007e-24,53,1.8032333e-11,52,1.5689648e-19,65,1.7671749e-16,72,5.9368815e-19,91,3.580563e-13,37,1.4756922e-19,5,1.3585865e-25,24,9.029994e-25,91,7.1012267e-20,53,3.9125917e-19,23,4.8625955e-17,41,9.129555e-23,67,3.5242715e-20,95,1.0527256e-20,92,2.4178409e-21,92,2.3056372e-23,72,1.9932015e-16,47,8.7080993e-13,95,6.437908e-21,6,2.272269e-16,59,7.720413e-16,36,6.872237e-14,79,1.3002745e-27,91,4.9114193e-17,14,8.834323e-18,13,2.2780974e-20,9,7.251787e-14,21,5.780587e-20,44,6.545384e-15,69,3.345429e-19,11,3.819675e-17,68,3.198705e-19,66,1.4212103e-18,9,7.3586607e-16,49,4.096535e-17,13,1.5884655e-20
59,4.500201e-33,92,5.3045744e-26,7,2.058246e-17,24,9.384242e-20,67,1.9585793e-28,82,9.492789e-21,90,5.426268e-16,16,1.5795766e-23,21,4.488816e-25,67,2.487894e-27,90,1.7742205e-28,50,3.9343077e-24,62,5.643076e-25,18,5.1147887e-24,61,1.7059631e-23,29,3.966001e-22,73,3.461726e-19,59,3.2705532e-24,43,9.133517e-30,75,4.962852e-32,42,4.403255e-09,35,9.159957e-27,79,2.6252825e-17,86,3.77183e-10,65,1.2120175e-18,84,8.768903e-18,77,1.0462245e-19,92,7.944869e-27,88,5.7360415e-21,10,1.4384716e-18,45,3.119144e-12,72,4.4707746e-17,59,1.5848447e-22,56,3.1430865e-19,49,5.931527e-11,75,1.0237321e-18,27,5.6618074e-23,20,1.3713357e-21,6,2.1031344e-14,69,5.5653515e-21,77,2.2816927e-22,90,1.945823e-21,94,2.4306219e-26,55,3.131081e-21,27,1.7999364e-16,62,4.5510123e-12,93,3.1383775e-22,80,4.2886797e-16,68,1.8503142e-16,52,4.7168253e-19,67,3.3537e-12,10,7.006613e-21,5,1.05303904e-16,87,5.365673e-23,56,1.4958196e-27,71,6.031256e-20,38,2.3353283e-15,17,7.625325e-13,9,1.3010243e-25,84,1.6552102e-11,95,6.6649406e-20,27,8.2721615e-17,52,5.677018e-19,88,2.876317e-13,94,1.1674087e-19,50,6.1696805e-26,18,2.0616224e-25,42,1.202662e-20,1,3.4344198e-19,41,2.4134945e-17,94,6.353939e-23,77,1.9647879e-20,89,3.6638883e-21,42,1.2071801e-21,27,1.8862838e-23,62,1.7331774e-16,75,7.5530397e-13,93,5.0111135e-21,62,1.5717109e-16,21,6.189769e-16,75,5.0042432e-14,12,3.6598637e-28,12,3.6837752e-18,29,7.578248e-18,91,1.8545544e-20,62,4.527591e-14,78,5.307014e-20,28,3.976114e-15,16,4.164389e-20,89,1.26607925e-17,24,2.894765e-19,61,2.2406922e-19,37,7.152993e-16,66,3.822282e-17,47,1.520908e-20
74,2.6615451e-33,7,3.5773073e-26,42,7.548331e-18,74,8.569355e-20,49,3.2493497e-31,42,6.6138773e-21,61,3.515336e-16,75,4.044836e-24,34,1.5781408e-25,71,1.4548893e-27,95,2.3177557e-29,52,1.1150224e-24,66,3.4440738e-25,90,1.9107538e-24,32,8.667194e-24,36,3.4398902e-22,40,2.2286815e-19,12,1.3863775e-24,4,4.1056004e-30,4,1.9603234e-32,88,3.546946e-09,71,4.5529146e-27,77,1.4920965e-17,64,3.2466935e-10,59,4.7004187e-19,89,3.3118227e-18,42,5.0614503e-20,67,4.0851462e-27,89,4.6352403e-21,44,7.3513397e-19,33,8.61941e-13,69,3.2828764e-17,29,7.260351e-23,63,1.4134234e-19,29,2.623944e-11,12,1.0131338e-18,77,4.2342882e-24,94,1.124884e-22,14,3.3271467e-15,21,4.7831965e-21,86,7.4459596e-23,39,1.3046008e-21,66,9.386445e-27,59,1.0077719e-21,55,1.6496616e-16,49,4.163661e-12,50,1.3785131e-22,72,3.560856e-16,28,9.96222e-17,48,1.6554013e-19,3,3.144266e-12,47,3.375418e-21,4,9.22684e-17,14,3.632729e-23,67,3.8448664e-28,45,5.478298e-20,14,5.8116953e-16,14,6.1492483e-13,30,8.672411e-26,63,8.331305e-12,3,6.3703415e-20,24,3.8780904e-17,34,2.4045988e-19,44,2.826964e-13,30,5.747477e-20,75,4.4037578e-26,62,1.7029429e-25,84,5.4340104e-21,22,1.8997079e-19,83,1.0409852e-17,22,2.9554876e-23,90,2.337046e-21,79,3.115973e-21,17,7.6716357e-22,82,1.5042093e-23,85,3.844648e-17,15,8.915026e-14,36,4.558565e-21,68,7.9355645e-17,15,1.174405e-16,33,4.6141717e-14,33,2.5546457e-28,54,2.0012301e-18,26,5.9479406e-18,68,1.1439927e-20,13,1.3211424e-14,17,4.77842e-20,23,3.9671453e-15,52,1.31384675e-20,9,1.0278123e-17,89,2.191461e-19,16,3.2083932e-20,68,3.191788e-16,5,3.6648055e-17,91,1.1342597e-20
4,2.1922356e-33,24,3.108007e-26,13,3.6592936e-18,12,3.4992987e-20,45,9.584855e-32,52,4.325705e-21,17,1.6635133e-16,63,3.4585705e-24,50,1.2613705e-25,36,1.1061834e-28,39,1.0733021e-29,79,1.0046946e-24,75,3.2429823e-25,38,1.6997903e-24,89,1.3938486e-24,40,3.1133298e-22,49,1.0920264e-19,10,1.226661e-24,21,1.575633e-30,34,1.6145862e-32,60,2.9666725e-09,86,3.800042e-27,32,3.4917043e-18,83,2.340817e-10,10,7.454241e-20,66,2.530608e-18,11,5.0422174e-20,11,2.033705e-27,5,1.0706524e-21,41,4.270206e-19,69,8.02699e-13,50,7.120304e-18,25,2.840679e-23,30,9.584556e-20,84,2.355406e-11,72,5.0572194e-19,84,8.482301e-25,84,2.5748346e-23,75,2.654161e-15,19,1.6913448e-21,75,8.620179e-24,77,8.193029e-22,59,4.2054106e-27,61,9.636166e-22,66,8.790446e-17,54,3.2342991e-12,34,5.218273e-23,89,2.0098338e-16,90,3.7423725e-17,82,1.04580645e-19,6,3.124585e-12,22,7.1011103e-22,71,4.982522e-17,95,3.1171154e-23,76,3.0797293e-28,83,3.9174935e-20,13,1.5321702e-16,87,4.4514961e-13,87,2.4048907e-26,91,7.268413e-12,12,5.7060256e-20,73,3.275011e-17,73,2.275239e-19,48,2.431155e-13,52,3.9289147e-20,38,4.220119e-26,12,6.73072e-26,49,5.4046547e-21,89,7.164279e-20,25,3.554714e-18,82,7.08122e-24,27,1.343866e-21,40,7.2513205e-22,37,1.945696e-22,91,1.4097996e-24,43,3.463176e-17,63,4.5685647e-14,40,2.6094586e-21,11,3.267052e-17,95,1.0893089e-16,68,3.095316e-14,92,1.930637e-28,95,1.5656029e-18,45,5.8855787e-18,73,4.9127307e-21,56,1.16089796e-14,27,4.386129e-20,60,5.824248e-16,60,1.2883265e-20,94,8.8639814e-18,3,1.1348432e-20,44,2.7746953e-20,86,2.4721024e-16,32,3.2752878e-17,43,3.524956e-21
85,1.8693254e-34,21,5.6775733e-27,21,1.8031053e-18,42,2.304467e-20,20,2.9932098e-33,28,3.9021244e-21,27,5.0389428e-17,77,3.169129e-24,72,7.566776e-26,34,2.9822992e-29,34,6.2358708e-30,36,6.9253655e-25,44,1.964441e-25,94,1.379076e-24,16,1.0533851e-24,14,2.3495e-22,12,5.143709e-20,49,1.8665704e-25,73,1.2713998e-30,31,2.6429483e-33,43,1.9726936e-09,15,1.2386915e-27,8,9.418252e-19,54,1.2715058e-10,70,6.2205346e-20,32,1.5091069e-19,2,4.648973e-20,82,2.0179788e-27,59,9.364188e-22,65,9.70904e-20,53,5.4546813e-13,75,1.4377587e-18,22,7.627086e-24,92,7.1238326e-20,39,1.9024771e-11,79,4.2975111e-19,68,1.2213202e-25,88,9.994887e-24,58,2.0161777e-15,11,1.0301465e-21,31,3.5042164e-24,74,1.8847542e-22,28,3.868358e-27,70,3.7798297e-22,5,8.3474594e-17,88,3.220117e-12,49,3.8407915e-23,23,8.426215e-17,3,1.8421296e-17,19,1.8681593e-20,85,2.8754956e-12,28,1.05847356e-22,24,4.8422498e-17,79,1.5486094e-23,31,7.563972e-30,40,2.2458374e-20,4,2.1794386e-17,16,2.1775617e-13,55,2.1320379e-26,92,4.3390916e-12,30,3.5969044e-21,43,1.4630001e-17,3,4.677398e-20,6,2.2596462e-13,87,3.5569742e-20,89,5.8994662e-27,41,2.5380634e-26,89,4.9063176e-21,16,2.8029403e-20,66,3.2365545e-18,70,1.6221745e-24,22,1.1737248e-21,85,7.6306585e-23,70,1.3193744e-22,40,7.71773e-25,15,2.4481831e-17,95,2.4526542e-14,7,8.494421e-22,32,2.6636842e-17,67,9.2329675e-17,15,2.0924789e-14,90,9.106021e-29,71,1.2607932e-18,59,3.802596e-18,43,2.3957172e-21,71,1.1441126e-14,44,1.6949818e-20,15,1.9422575e-16,91,1.2306483e-20,15,6.112721e-18,57,5.7534313e-21,15,1.7841942e-20,94,7.2253346e-17,43,2.5132531e-17,26,3.5063948e-21
52,4.971733e-35,57,1.885791e-27,71,1.3630557e-18,59,1.6764474e-20,52,5.3540967e-34,95,1.151557e-22,38,2.5467243e-17,70,2.627651e-24,71,4.006974e-26,39,2.1399891e-29,12,2.0672415e-30,55,6.8024363e-25,15,8.189321e-26,27,2.7127648e-26,8,1.9958637e-25,48,7.3007966e-23,33,5.081805e-20,75,1.0519274e-25,87,2.9730664e-31,70,1.6841438e-33,9,1.3810841e-09,84,8.498209e-28,83,1.7882854e-19,40,1.0983354e-10,69,1.9415532e-20,95,3.557064e-20,21,1.6240559e-20,24,1.7857511e-27,23,7.163358e-22,22,2.0408706e-20,29,5.1053606e-13,49,1.0625701e-18,54,7.35914e-24,67,2.9855915e-20,55,1.7992753e-11,45,3.2298552e-19,57,7.051277e-26,1,8.9999855e-24,65,1.2332689e-15,16,8.503448e-22,95,1.5766447e-24,6,1.4390784e-22,9,1.1531785e-27,90,3.611709e-22,25,5.4852884e-17,6,2.6287494e-12,63,1.1083126e-23,64,7.623552e-17,47,1.0340587e-17,41,1.748985e-20,38,1.3442954e-12,15,8.966065e-23,18,4.0975414e-17,44,9.474372e-24,12,5.9104556e-30,15,1.0346997e-20,60,1.1648352e-17,80,1.8405974e-13,89,7.183236e-27,54,3.1385025e-12,35,2.4273803e-21,59,1.3074738e-17,76,9.415353e-21,22,1.5552121e-13,53,2.5999169e-20,57,1.1111948e-27,40,6.789384e-27,19,1.7460878e-21,83,4.1891795e-21,7,1.7714764e-19,30,1.3333468e-24,6,4.0625403e-22,8,5.2331783e-23,55,7.866092e-23,94,5.641288e-25,29,2.327418e-17,79,2.2472589e-14,63,1.2441231e-22,59,1.9618911e-17,70,8.808277e-17,42,1.8116564e-14,32,8.515961e-29,21,1.1128755e-18,57,2.7248283e-18,1,5.041101e-22,93,9.417606e-15,47,7.9551365e-21,74,1.746623e-16,81,1.6116442e-21,53,4.3331468e-18,18,4.491216e-21,4,1.3881701e-20,73,6.281264e-17,77,1.2841681e-17,23,1.1624515e-21
65,3.531086e-35,55,4.1205e-28,77,8.5625813e-19,18,8.248738e-21,59,7.9092466e-35,71,1.1131893e-22,18,1.4000273e-17,5,8.747571e-25,4,1.9702553e-26,25,1.6346765e-29,93,1.7561325e-30,17,4.8485546e-25,10,5.6982344e-26,4,2.0816156e-26,50,9.714603e-26,71,3.8489962e-23,81,4.5710715e-20,20,3.5397492e-26,76,4.8132773e-32,26,1.3794537e-33,3,9.858291e-10,95,2.1994202e-28,56,1.2606326e-19,80,8.797071e-11,68,1.3402908e-20,52,2.8022792e-20,19,8.741095e-21,7,1.3343928e-27,27,3.4386952e-22,51,9.599327e-21,10,4.5535163e-13,41,9.581228e-19,50,2.847609e-25,60,2.0737151e-20,91,1.47962e-11,70,1.7473083e-19,66,4.490707e-26,5,4.8977076e-24,83,6.7414574e-16,23,3.3073247e-22,14,1.3992671e-24,3,9.1207536e-23,84,2.7725632e-28,94,7.84943e-23,6,5.307365e-17,28,1.3253628e-12,36,9.301721e-24,21,7.344347e-17,66,9.219942e-18,77,1.7134759e-20,91,7.8835853e-13,1,6.458458e-23,38,5.689695e-18,90,5.5154425e-24,43,9.101743e-31,75,7.515184e-21,78,2.120206e-18,37,1.5075303e-13,17,5.07316e-27,55,2.7610104e-12,74,7.3075823e-22,4,7.313505e-18,70,4.2435735e-21,94,1.4450512e-13,6,1.6431785e-20,95,9.428754e-28,75,4.214932e-27,23,1.7108072e-21,15,3.9736864e-21,20,1.3000407e-19,13,1.1855505e-24,52,2.649633e-22,84,3.8272587e-23,22,7.086498e-23,34,5.4291483e-25,82,9.417691e-18,30,2.0880141e-14,25,1.0990789e-22,21,1.4632804e-17,9,5.5006105e-17,32,1.3674944e-14,70,2.3675049e-29,85,7.7393644e-19,13,2.472104e-18,41,3.089119e-22,52,9.201728e-15,15,1.697388e-21,81,3.3890582e-17,43,1.0156683e-21,54,2.9704325e-18,81,1.7107894e-22,52,8.279125e-21,51,3.7890537e-17,65,5.156779e-18,61,9.793823e-23
43,3.0960294e-35,75,2.6585884e-28,8,4.1717794e-19,86,2.7596948e-21,92,5.529132e-35,57,6.2990935e-23,3,1.3876705e-17,58,6.846118e-25,23,7.842218e-27,21,3.207127e-30,30,1.2781559e-30,37,1.7698908e-25,93,4.008826e-26,20,2.0024051e-26,34,7.2638386e-26,95,6.499209e-24,85,4.33514e-20,21,1.6640731e-26,37,2.324993e-32,74,3.9655513e-34,8,5.0913374e-10,49,5.136109e-29,31,1.2278696e-19,14,4.119347e-11,88,1.246166e-20,68,4.9472788e-21,20,8.384004e-21,56,7.7528623e-28,67,3.2913175e-22,88,5.1617827e-21,88,1.237266e-13,95,7.6576106e-19,46,1.0433493e-25,18,9.892419e-21,42,6.387687e-12,93,9.3247734e-20,39,3.921828e-26,27,4.7251605e-24,81,6.459276e-16,7,1.4008582e-22,79,9.334508e-25,37,6.644082e-23,17,1.832888e-28,22,5.249713e-23,23,3.8524544e-17,83,8.1824255e-13,54,3.371817e-24,20,4.58211e-17,24,1.2420704e-18,58,8.051974e-21,28,3.5374646e-13,7,4.8157857e-23,2,1.7358615e-18,86,3.4684893e-24,93,5.7191524e-31,66,8.632449e-22,75,1.4263851e-18,78,9.439391e-14,68,2.0392755e-27,20,2.3521456e-12,59,1.5527908e-22,19,6.391497e-18,46,8.045207e-22,56,6.5566076e-14,80,2.6808807e-21,21,4.1105002e-28,33,2.5806383e-27,10,1.2652293e-21,66,3.972444e-21,55,8.118768e-20,77,6.196997e-25,94,6.9272116e-23,31,1.9694127e-23,1,6.0377943e-23,42,3.7571335e-25,49,7.486187e-18,54,2.0779466e-14,77,1.9534159e-23,58,2.5825871e-18,22,3.1022274e-17,16,1.1864013e-14,11,2.0001748e-29,37,5.976025e-19,50,9.463354e-19,12,1.0227796e-22,49,7.613645e-15,65,5.2727645e-22,83,3.86e-18,4,6.070133e-22,72,1.8769406e-18,95,1.1077503e-22,5,4.8858644e-24,77,1.134919e-17,57,4.8577435e-18,56,3.6802078e-23
7,1.00094e-35,54,1.4582153e-28,54,1.5730857e-19,88,1.770944e-21,54,3.3207695e-35,27,4.3191548e-23,24,6.4871305e-18,39,4.954851e-25,73,5.7177806e-27,43,1.6949312e-30,71,5.265268e-31,91,1.7108296e-25,84,2.954559e-26,40,1.0853423e-26,4,3.6732368e-26,26,1.0903487e-24,5,2.0477438e-20,88,1.2877026e-26,48,3.8664092e-33,52,2.7082765e-34,45,3.0801992e-10,9,2.0876255e-29,17,2.7371154e-20,93,3.1795865e-11,24,6.865306e-21,23,1.6178051e-21,37,7.7537584e-21,91,3.1875633e-28,33,3.1565594e-22,48,4.039446e-21,55,9.915748e-14,10,1.8633245e-19,31,2.5386051e-26,23,1.8340157e-21,43,5.2764624e-12,7,3.4210358e-20,13,1.3994436e-26,91,3.4864812e-24,56,6.003987e-16,24,9.300945e-24,37,7.9977307e-25,30,6.3555185e-23,83,9.1716576e-29,85,4.65722e-23,59,1.9298853e-17,53,4.922702e-13,53,2.1855877e-24,51,1.8036103e-17,18,5.1120315e-19,6,1.4494279e-21,55,3.281175e-13,86,1.3354091e-23,44,1.6008595e-18,62,3.192191e-24,35,7.404772e-32,5,2.352843e-22,59,1.2548107e-18,9,7.69836e-14,44,1.253728e-27,43,1.448974e-12,5,1.4531358e-22,36,3.545468e-18,59,5.6351947e-22,20,6.541817e-14,31,5.2461643e-22,79,3.7832327e-28,3,7.1914773e-28,37,5.4681935e-22,75,1.8982282e-21,44,5.154032e-20,1,6.058064e-25,1,6.578397e-23,58,1.347405e-23,91,1.4277156e-23,45,6.435795e-26,84,4.906734e-18,71,6.1679686e-15,66,1.4368298e-23,89,5.3427823e-19,90,1.9844903e-17,25,6.6932213e-15,39,1.1060013e-29,73,2.7331965e-19,61,4.090606e-19,72,4.2054765e-23,69,2.5694986e-15,31,5.437876e-23,75,2.4754701e-18,82,5.745464e-22,23,5.782175e-19,27,1.01052445e-22,53,2.4617016e-24,7,3.5238845e-18,6,1.6930364e-18,70,2.855966e-23
46,4.8532455e-36,23,2.0852054e-29,29,1.483097e-19,78,1.1430628e-21,30,2.9801013e-37,41,3.292339e-23,1,4.238877e-18,18,2.1392813e-25,11,1.7568248e-27,27,9.956691e-31,17,1.3206058e-31,4,3.7187338e-26,88,2.2627823e-26,79,5.4360844e-27,94,1.24392934e-26,84,7.380427e-25,42,1.2754273e-20,74,1.2146734e-27,72,2.9193206e-33,61,2.2311863e-34,81,2.7246042e-10,27,1.0261976e-29,5,1.9651779e-20,39,3.067832e-11,38,4.6982627e-21,1,1.5251943e-21,53,3.2026194e-21,12,2.4206633e-28,44,5.459955e-23,82,3.6758396e-21,3,9.2344054e-14,39,5.287844e-20,2,1.51425125e-27,78,1.7547562e-21,83,4.0226125e-12,69,2.1177211e-20,12,1.1327678e-26,19,3.1774335e-24,8,4.1104198e-16,43,7.889456e-24,36,5.063732e-25,14,4.4219134e-23,15,7.4833477e-29,2,4.0341488e-23,44,1.2299288e-17,20,3.808652e-13,94,2.0831487e-24,36,3.1148838e-18,60,2.0874111e-20,11,1.10083e-21,34,2.677782e-13,19,1.2457738e-23,59,1.116008e-18,12,3.0804811e-24,73,4.3608198e-32,6,1.9917575e-22,41,4.552779e-19,31,6.8281006e-14,25,1.1727517e-27,71,1.4168049e-12,83,1.0806289e-22,75,1.9277037e-18,2,4.270512e-22,49,6.492567e-14,36,1.623773e-22,16,1.6243139e-28,92,5.3062644e-28,40,4.768313e-23,23,1.3975157e-21,43,1.8363952e-20,73,2.8719285e-25,2,1.8906326e-23,30,8.301438e-24,89,1.2510798e-23,20,4.603859e-27,40,2.0658743e-18,44,5.3490406e-15,14,8.059177e-24,82,1.3692222e-19,75,3.639801e-18,30,5.1464176e-15,50,4.8711444e-30,33,2.5300415e-19,66,1.1794816e-19,75,3.574183e-23,64,2.225863e-15,57,3.5865328e-23,45,3.6555153e-22,41,4.9824813e-22,21,4.175546e-19,45,9.893021e-23,23,4.1221944e-25,4,1.7182168e-18,45,1.2459968e-19,28,1.4186247e-23
29,1.0639147e-36,33,1.6596825e-29,74,6.480432e-20,10,9.223601e-22,31,1.6843082e-37,44,2.9372507e-23,60,3.5848167e-18,61,1.4940632e-25,70,1.2471208e-27,52,6.90596e-31,84,8.5346086e-32,92,1.2916624e-26,33,1.2299672e-26,28,1.9020534e-27,53,3.1472342e-27,45,6.969731e-25,48,6.215293e-22,58,5.187328e-28,38,9.697666e-34,23,2.0018545e-34,39,2.523271e-10,36,3.5917266e-30,18,1.877505e-20,3,2.7579342e-11,41,3.4647427e-22,60,2.8565544e-22,94,3.169198e-21,14,2.0036641e-28,95,3.531307e-24,5,3.1275566e-21,91,8.815381e-14,65,4.537605e-20,15,1.4157784e-27,25,1.3626128e-21,19,3.4695354e-12,48,2.1044496e-20,86,3.2525737e-27,59,1.4906824e-24,51,3.596116e-16,84,6.1437753e-24,33,1.0636243e-26,62,2.2372182e-23,50,3.376897e-29,14,1.7336168e-23,52,1.0271933e-17,61,2.3233555e-13,9,1.4942034e-25,86,8.870936e-19,38,8.7561325e-21,21,5.979974e-22,44,2.3994142e-13,51,8.760367e-24,39,8.643471e-19,84,1.3451774e-24,40,3.7618432e-32,4,1.0150651e-22,37,2.8448207e-19,82,2.7125209e-14,13,6.560597e-28,19,1.315514e-12,32,8.082121e-23,41,1.7523511e-18,49,2.3413957e-22,75,5.3527356e-14,89,9.357112e-23,62,1.4986732e-28,66,4.8727954e-28,11,1.5352947e-23,3,1.0096501e-21,21,1.2370195e-20,56,4.8347917e-26,85,8.224193e-24,14,3.624182e-24,11,7.936376e-24,53,1.857624e-27,18,1.827835e-18,10,4.3213546e-15,13,6.4523304e-24,17,9.681539e-20,33,6.787574e-19,17,4.4529018e-15,58,1.9704338e-30,5,5.642293e-20,74,1.0451701e-19,46,8.515148e-24,41,1.4145747e-15,51,1.349794e-23,16,2.2507234e-22,58,4.8616435e-22,58,1.8144795e-19,22,1.5341437e-23,68,7.794161e-26,46,1.4783279e-18,40,3.1823577e-20,18,1.4006377e-23
77,3.6236278e-37,65,1.2215904e-29,40,5.652204e-20,35,4.628127e-22,69,2.9821355e-38,55,8.560123e-24,66,1.8080674e-19,52,6.1954103e-26,53,1.039087e-27,62,2.3185958e-31,9,6.385253e-32,95,5.4965586e-27,20,8.9754914e-27,89,7.273667e-29,12,9.870286e-28,25,3.5130873e-25,11,4.6939304e-22,91,1.7041245e-29,71,4.809528e-34,12,2.000908e-34,40,2.1706324e-10,30,1.703174e-30,68,1.8020146e-20,5,1.3299691e-11,23,2.4891619e-22,59,6.509199e-23,12,1.9885363e-21,23,1.6070134e-28,19,3.4735238e-24,15,1.400059e-21,15,7.448356e-14,33,2.6165445e-20,93,1.3718164e-27,83,7.931876e-22,72,3.4110705e-12,38,3.96266e-21,51,7.1744526e-28,12,7.854475e-25,71,2.5422969e-16,90,5.274249e-24,28,4.058588e-27,78,2.1977327e-23,10,2.3237223e-29,25,1.037372e-23,15,8.051069e-18,87,2.301892e-13,22,1.4164385e-25,66,8.557562e-19,59,4.231428e-21,81,5.6567173e-22,26,2.2900174e-13,68,2.6842753e-24,58,8.473575e-19,78,1.3314495e-24,26,1.412557e-32,74,8.642691e-23,53,2.388553e-19,51,2.163427e-14,1,5.0088917e-28,5,1.2218723e-12,54,2.2302164e-23,21,1.1188958e-18,62,7.809555e-23,67,2.4684498e-14,17,6.832556e-23,34,1.4559479e-28,59,4.2077973e-28,85,1.5197888e-23,27,9.747898e-22,72,2.1253925e-21,21,3.088506e-26,95,7.612898e-24,33,1.939182e-24,28,5.504544e-24,44,1.1630347e-27,23,1.823406e-18,45,3.0391074e-15,22,5.824238e-24,7,2.3119073e-20,94,5.536899e-19,77,3.969235e-15,1,5.9969805e-31,79,4.0609847e-20,15,7.7807155e-20,59,6.2514793e-24,44,7.7318867e-16,6,1.182307e-23,52,1.7666804e-22,44,3.496158e-22,40,1.7147196e-19,78,1.1406785e-24,67,4.0225262e-26,88,1.0564972e-18,33,2.9450849e-21,5,9.025276e-24
